t,x(t),dx/dt
8.6559999853e+02,-5.7523360727e+01,-9.6989254292e-01
8.6569999853e+02,-5.7620347320e+01,-9.6983930976e-01
8.6579999853e+02,-5.7717328589e+01,-9.6978607048e-01
8.6589999853e+02,-5.7814304534e+01,-9.6973282507e-01
8.6599999853e+02,-5.7911275154e+01,-9.6967957352e-01
8.6609999853e+02,-5.8008240448e+01,-9.6962631583e-01
8.6619999853e+02,-5.8105200417e+01,-9.6957305200e-01
8.6629999853e+02,-5.8202155059e+01,-9.6951978203e-01
8.6639999853e+02,-5.8299104373e+01,-9.6946650592e-01
8.6649999853e+02,-5.8396048360e+01,-9.6941322366e-01
8.6659999853e+02,-5.8492987018e+01,-9.6935993525e-01
8.6669999853e+02,-5.8589920346e+01,-9.6930664069e-01
8.6679999853e+02,-5.8686848346e+01,-9.6925333998e-01
8.6689999853e+02,-5.8783771014e+01,-9.6920003311e-01
8.6699999853e+02,-5.8880688352e+01,-9.6914672008e-01
8.6709999853e+02,-5.8977600358e+01,-9.6909340090e-01
8.6719999853e+02,-5.9074507032e+01,-9.6904007555e-01
8.6729999853e+02,-5.9171408373e+01,-9.6898674403e-01
8.6739999853e+02,-5.9268304380e+01,-9.6893340635e-01
8.6749999853e+02,-5.9365195054e+01,-9.6888006250e-01
8.6759999853e+02,-5.9462080393e+01,-9.6882671248e-01
8.6769999853e+02,-5.9558960396e+01,-9.6877335628e-01
8.6779999853e+02,-5.9655835064e+01,-9.6871999391e-01
8.6789999853e+02,-5.9752704395e+01,-9.6866662536e-01
8.6799999852e+02,-5.9849568389e+01,-9.6861325062e-01
8.6809999852e+02,-5.9946427045e+01,-9.6855986971e-01
8.6819999852e+02,-6.0043280362e+01,-9.6850648260e-01
8.6829999852e+02,-6.0140128341e+01,-9.6845308931e-01
8.6839999852e+02,-6.0236970980e+01,-9.6839968983e-01
8.6849999852e+02,-6.0333808279e+01,-9.6834628416e-01
8.6859999852e+02,-6.0430640237e+01,-9.6829287229e-01
8.6869999852e+02,-6.0527466853e+01,-9.6823945422e-01
8.6879999852e+02,-6.0624288127e+01,-9.6818602995e-01
8.6889999852e+02,-6.0721104059e+01,-9.6813259949e-01
8.6899999852e+02,-6.0817914647e+01,-9.6807916281e-01
8.6909999852e+02,-6.0914719891e+01,-9.6802571993e-01
8.6919999852e+02,-6.1011519791e+01,-9.6797227084e-01
8.6929999852e+02,-6.1108314345e+01,-9.6791881554e-01
8.6939999852e+02,-6.1205103554e+01,-9.6786535403e-01
8.6949999852e+02,-6.1301887416e+01,-9.6781188630e-01
8.6959999852e+02,-6.1398665931e+01,-9.6775841235e-01
8.6969999852e+02,-6.1495439098e+01,-9.6770493217e-01
8.6979999852e+02,-6.1592206917e+01,-9.6765144578e-01
8.6989999852e+02,-6.1688969387e+01,-9.6759795316e-01
8.6999999852e+02,-6.1785726507e+01,-9.6754445431e-01
8.7009999852e+02,-6.1882478278e+01,-9.6749094924e-01
8.7019999852e+02,-6.1979224697e+01,-9.6743743793e-01
8.7029999852e+02,-6.2075965765e+01,-9.6738392038e-01
8.7039999852e+02,-6.2172701481e+01,-9.6733039660e-01
8.7049999852e+02,-6.2269431844e+01,-9.6727686657e-01
8.7059999852e+02,-6.2366156854e+01,-9.6722333031e-01
8.7069999852e+02,-6.2462876510e+01,-9.6716978780e-01
8.7079999852e+02,-6.2559590811e+01,-9.6711623904e-01
8.7089999852e+02,-6.2656299758e+01,-9.6706268404e-01
8.7099999852e+02,-6.2753003348e+01,-9.6700912278e-01
8.7109999852e+02,-6.2849701582e+01,-9.6695555527e-01
8.7119999852e+02,-6.2946394459e+01,-9.6690198150e-01
8.7129999852e+02,-6.3043081978e+01,-9.6684840148e-01
8.7139999852e+02,-6.3139764139e+01,-9.6679481519e-01
8.7149999852e+02,-6.3236440941e+01,-9.6674122264e-01
8.7159999852e+02,-6.3333112383e+01,-9.6668762382e-01
8.7169999852e+02,-6.3429778465e+01,-9.6663401873e-01
8.7179999852e+02,-6.3526439187e+01,-9.6658040738e-01
8.7189999852e+02,-6.3623094547e+01,-9.6652678975e-01
8.7199999851e+02,-6.3719744545e+01,-9.6647316585e-01
8.7209999851e+02,-6.3816389180e+01,-9.6641953566e-01
8.7219999851e+02,-6.3913028451e+01,-9.6636589920e-01
8.7229999851e+02,-6.4009662359e+01,-9.6631225646e-01
8.7239999851e+02,-6.4106290903e+01,-9.6625860743e-01
8.7249999851e+02,-6.4202914081e+01,-9.6620495211e-01
8.7259999851e+02,-6.4299531893e+01,-9.6615129050e-01
8.7269999851e+02,-6.4396144338e+01,-9.6609762260e-01
8.7279999851e+02,-6.4492751417e+01,-9.6604394841e-01
8.7289999851e+02,-6.4589353128e+01,-9.6599026792e-01
8.7299999851e+02,-6.4685949470e+01,-9.6593658113e-01
8.7309999851e+02,-6.4782540444e+01,-9.6588288804e-01
8.7319999851e+02,-6.4879126048e+01,-9.6582918864e-01
8.7329999851e+02,-6.4975706281e+01,-9.6577548294e-01
8.7339999851e+02,-6.5072281144e+01,-9.6572177093e-01
8.7349999851e+02,-6.5168850635e+01,-9.6566805261e-01
8.7359999851e+02,-6.5265414755e+01,-9.6561432797e-01
8.7369999851e+02,-6.5361973501e+01,-9.6556059702e-01
8.7379999851e+02,-6.5458526874e+01,-9.6550685975e-01
8.7389999851e+02,-6.5555074873e+01,-9.6545311615e-01
8.7399999851e+02,-6.5651617497e+01,-9.6539936624e-01
8.7409999851e+02,-6.5748154746e+01,-9.6534561000e-01
8.7419999851e+02,-6.5844686619e+01,-9.6529184743e-01
8.7429999851e+02,-6.5941213115e+01,-9.6523807853e-01
8.7439999851e+02,-6.6037734234e+01,-9.6518430329e-01
8.7449999851e+02,-6.6134249975e+01,-9.6513052172e-01
8.7459999851e+02,-6.6230760338e+01,-9.6507673382e-01
8.7469999851e+02,-6.6327265322e+01,-9.6502293957e-01
8.7479999851e+02,-6.6423764926e+01,-9.6496913898e-01
8.7489999851e+02,-6.6520259149e+01,-9.6491533204e-01
8.7499999851e+02,-6.6616747992e+01,-9.6486151876e-01
8.7509999851e+02,-6.6713231453e+01,-9.6480769912e-01
8.7519999851e+02,-6.6809709532e+01,-9.6475387314e-01
8.7529999851e+02,-6.6906182227e+01,-9.6470004080e-01
8.7539999851e+02,-6.7002649540e+01,-9.6464620210e-01
8.7549999851e+02,-6.7099111468e+01,-9.6459235704e-01
8.7559999851e+02,-6.7195568011e+01,-9.6453850562e-01
8.7569999851e+02,-6.7292019169e+01,-9.6448464783e-01
8.7579999851e+02,-6.7388464940e+01,-9.6443078368e-01
8.7589999850e+02,-6.7484905325e+01,-9.6437691316e-01
8.7599999850e+02,-6.7581340323e+01,-9.6432303626e-01
8.7609999850e+02,-6.7677769932e+01,-9.6426915299e-01
8.7619999850e+02,-6.7774194153e+01,-9.6421526335e-01
8.7629999850e+02,-6.7870612985e+01,-9.6416136732e-01
8.7639999850e+02,-6.7967026426e+01,-9.6410746491e-01
8.7649999850e+02,-6.8063434477e+01,-9.6405355612e-01
8.7659999850e+02,-6.8159837137e+01,-9.6399964094e-01
8.7669999850e+02,-6.8256234405e+01,-9.6394571937e-01
8.7679999850e+02,-6.8352626281e+01,-9.6389179141e-01
8.7689999850e+02,-6.8449012763e+01,-9.6383785706e-01
8.7699999850e+02,-6.8545393852e+01,-9.6378391631e-01
8.7709999850e+02,-6.8641769546e+01,-9.6372996916e-01
8.7719999850e+02,-6.8738139846e+01,-9.6367601561e-01
8.7729999850e+02,-6.8834504749e+01,-9.6362205565e-01
8.7739999850e+02,-6.8930864257e+01,-9.6356808929e-01
8.7749999850e+02,-6.9027218367e+01,-9.6351411652e-01
8.7759999850e+02,-6.9123567080e+01,-9.6346013734e-01
8.7769999850e+02,-6.9219910394e+01,-9.6340615174e-01
8.7779999850e+02,-6.9316248310e+01,-9.6335215973e-01
8.7789999850e+02,-6.9412580826e+01,-9.6329816130e-01
8.7799999850e+02,-6.9508907942e+01,-9.6324415644e-01
8.7809999850e+02,-6.9605229657e+01,-9.6319014516e-01
8.7819999850e+02,-6.9701545971e+01,-9.6313612746e-01
8.7829999850e+02,-6.9797856882e+01,-9.6308210333e-01
8.7839999850e+02,-6.9894162391e+01,-9.6302807276e-01
8.7849999850e+02,-6.9990462497e+01,-9.6297403577e-01
8.7859999850e+02,-7.0086757198e+01,-9.6291999233e-01
8.7869999850e+02,-7.0183046495e+01,-9.6286594246e-01
8.7879999850e+02,-7.0279330386e+01,-9.6281188615e-01
8.7889999850e+02,-7.0375608872e+01,-9.6275782339e-01
8.7899999850e+02,-7.0471881951e+01,-9.6270375418e-01
8.7909999850e+02,-7.0568149623e+01,-9.6264967853e-01
8.7919999850e+02,-7.0664411886e+01,-9.6259559643e-01
8.7929999850e+02,-7.0760668742e+01,-9.6254150787e-01
8.7939999850e+02,-7.0856920188e+01,-9.6248741285e-01
8.7949999850e+02,-7.0953166224e+01,-9.6243331138e-01
8.7959999850e+02,-7.1049406850e+01,-9.6237920345e-01
8.7969999850e+02,-7.1145642064e+01,-9.6232508905e-01
8.7979999850e+02,-7.1241871867e+01,-9.6227096818e-01
8.7989999849e+02,-7.1338096258e+01,-9.6221684085e-01
8.7999999849e+02,-7.1434315235e+01,-9.6216270704e-01
8.8009999849e+02,-7.1530528799e+01,-9.6210856676e-01
8.8019999849e+02,-7.1626736948e+01,-9.6205442001e-01
8.8029999849e+02,-7.1722939683e+01,-9.6200026678e-01
8.8039999849e+02,-7.1819137002e+01,-9.6194610706e-01
8.8049999849e+02,-7.1915328904e+01,-9.6189194086e-01
8.8059999849e+02,-7.2011515390e+01,-9.6183776817e-01
8.8069999849e+02,-7.2107696457e+01,-9.6178358900e-01
8.8079999849e+02,-7.2203872107e+01,-9.6172940333e-01
8.8089999849e+02,-7.2300042338e+01,-9.6167521117e-01
8.8099999849e+02,-7.2396207149e+01,-9.6162101252e-01
8.8109999849e+02,-7.2492366540e+01,-9.6156680736e-01
8.8119999849e+02,-7.2588520510e+01,-9.6151259570e-01
8.8129999849e+02,-7.2684669059e+01,-9.6145837754e-01
8.8139999849e+02,-7.2780812186e+01,-9.6140415287e-01
8.8149999849e+02,-7.2876949889e+01,-9.6134992169e-01
8.8159999849e+02,-7.2973082170e+01,-9.6129568400e-01
8.8169999849e+02,-7.3069209026e+01,-9.6124143980e-01
8.8179999849e+02,-7.3165330458e+01,-9.6118718908e-01
8.8189999849e+02,-7.3261446464e+01,-9.6113293184e-01
8.8199999849e+02,-7.3357557044e+01,-9.6107866808e-01
8.8209999849e+02,-7.3453662197e+01,-9.6102439779e-01
8.8219999849e+02,-7.3549761923e+01,-9.6097012098e-01
8.8229999849e+02,-7.3645856221e+01,-9.6091583763e-01
8.8239999849e+02,-7.3741945090e+01,-9.6086154776e-01
8.8249999849e+02,-7.3838028530e+01,-9.6080725135e-01
8.8259999849e+02,-7.3934106540e+01,-9.6075294840e-01
8.8269999849e+02,-7.4030179120e+01,-9.6069863891e-01
8.8279999849e+02,-7.4126246268e+01,-9.6064432288e-01
8.8289999849e+02,-7.4222307984e+01,-9.6059000031e-01
8.8299999849e+02,-7.4318364268e+01,-9.6053567118e-01
8.8309999849e+02,-7.4414415118e+01,-9.6048133551e-01
8.8319999849e+02,-7.4510460535e+01,-9.6042699329e-01
8.8329999849e+02,-7.4606500517e+01,-9.6037264451e-01
8.8339999849e+02,-7.4702535063e+01,-9.6031828917e-01
8.8349999849e+02,-7.4798564174e+01,-9.6026392727e-01
8.8359999849e+02,-7.4894587849e+01,-9.6020955881e-01
8.8369999849e+02,-7.4990606086e+01,-9.6015518378e-01
8.8379999849e+02,-7.5086618885e+01,-9.6010080219e-01
8.8389999848e+02,-7.5182626246e+01,-9.6004641402e-01
8.8399999848e+02,-7.5278628168e+01,-9.5999201928e-01
8.8409999848e+02,-7.5374624650e+01,-9.5993761797e-01
8.8419999848e+02,-7.5470615691e+01,-9.5988321007e-01
8.8429999848e+02,-7.5566601291e+01,-9.5982879560e-01
8.8439999848e+02,-7.5662581450e+01,-9.5977437454e-01
8.8449999848e+02,-7.5758556166e+01,-9.5971994690e-01
8.8459999848e+02,-7.5854525439e+01,-9.5966551267e-01
8.8469999848e+02,-7.5950489268e+01,-9.5961107184e-01
8.8479999848e+02,-7.6046447653e+01,-9.5955662442e-01
8.8489999848e+02,-7.6142400593e+01,-9.5950217041e-01
8.8499999848e+02,-7.6238348087e+01,-9.5944770980e-01
8.8509999848e+02,-7.6334290135e+01,-9.5939324258e-01
8.8519999848e+02,-7.6430226735e+01,-9.5933876876e-01
8.8529999848e+02,-7.6526157888e+01,-9.5928428834e-01
8.8539999848e+02,-7.6622083593e+01,-9.5922980130e-01
8.8549999848e+02,-7.6718003848e+01,-9.5917530765e-01
8.8559999848e+02,-7.6813918654e+01,-9.5912080739e-01
8.8569999848e+02,-7.6909828010e+01,-9.5906630051e-01
8.8579999848e+02,-7.7005731914e+01,-9.5901178701e-01
8.8589999848e+02,-7.7101630367e+01,-9.5895726689e-01
8.8599999848e+02,-7.7197523367e+01,-9.5890274014e-01
8.8609999848e+02,-7.7293410915e+01,-9.5884820676e-01
8.8619999848e+02,-7.7389293008e+01,-9.5879366676e-01
8.8629999848e+02,-7.7485169648e+01,-9.5873912012e-01
8.8639999848e+02,-7.7581040832e+01,-9.5868456684e-01
8.8649999848e+02,-7.7676906561e+01,-9.5863000693e-01
8.8659999848e+02,-7.7772766833e+01,-9.5857544037e-01
8.8669999848e+02,-7.7868621649e+01,-9.5852086718e-01
8.8679999848e+02,-7.7964471007e+01,-9.5846628733e-01
8.8689999848e+02,-7.8060314906e+01,-9.5841170084e-01
8.8699999848e+02,-7.8156153347e+01,-9.5835710769e-01
8.8709999848e+02,-7.8251986327e+01,-9.5830250790e-01
8.8719999848e+02,-7.8347813848e+01,-9.5824790144e-01
8.8729999848e+02,-7.8443635907e+01,-9.5819328833e-01
8.8739999848e+02,-7.8539452505e+01,-9.5813866855e-01
8.8749999848e+02,-7.8635263641e+01,-9.5808404211e-01
8.8759999848e+02,-7.8731069314e+01,-9.5802940900e-01
8.8769999848e+02,-7.8826869522e+01,-9.5797476922e-01
8.8779999847e+02,-7.8922664267e+01,-9.5792012277e-01
8.8789999847e+02,-7.9018453547e+01,-9.5786546965e-01
8.8799999847e+02,-7.9114237361e+01,-9.5781080984e-01
8.8809999847e+02,-7.9210015709e+01,-9.5775614336e-01
8.8819999847e+02,-7.9305788589e+01,-9.5770147019e-01
8.8829999847e+02,-7.9401556002e+01,-9.5764679034e-01
8.8839999847e+02,-7.9497317947e+01,-9.5759210379e-01
8.8849999847e+02,-7.9593074423e+01,-9.5753741056e-01
8.8859999847e+02,-7.9688825429e+01,-9.5748271063e-01
8.8869999847e+02,-7.9784570965e+01,-9.5742800401e-01
8.8879999847e+02,-7.9880311030e+01,-9.5737329069e-01
8.8889999847e+02,-7.9976045623e+01,-9.5731857066e-01
8.8899999847e+02,-8.0071774744e+01,-9.5726384394e-01
8.8909999847e+02,-8.0167498391e+01,-9.5720911050e-01
8.8919999847e+02,-8.0263216565e+01,-9.5715437035e-01
8.8929999847e+02,-8.0358929265e+01,-9.5709962350e-01
8.8939999847e+02,-8.0454636490e+01,-9.5704486992e-01
8.8949999847e+02,-8.0550338239e+01,-9.5699010963e-01
8.8959999847e+02,-8.0646034512e+01,-9.5693534262e-01
8.8969999847e+02,-8.0741725307e+01,-9.5688056889e-01
8.8979999847e+02,-8.0837410625e+01,-9.5682578842e-01
8.8989999847e+02,-8.0933090465e+01,-9.5677100124e-01
8.8999999847e+02,-8.1028764825e+01,-9.5671620732e-01
8.9009999847e+02,-8.1124433706e+01,-9.5666140666e-01
8.9019999847e+02,-8.1220097106e+01,-9.5660659927e-01
8.9029999847e+02,-8.1315755026e+01,-9.5655178514e-01
8.9039999847e+02,-8.1411407463e+01,-9.5649696427e-01
8.9049999847e+02,-8.1507054418e+01,-9.5644213665e-01
8.9059999847e+02,-8.1602695890e+01,-9.5638730229e-01
8.9069999847e+02,-8.1698331878e+01,-9.5633246117e-01
8.9079999847e+02,-8.1793962382e+01,-9.5627761330e-01
8.9089999847e+02,-8.1889587401e+01,-9.5622275868e-01
8.9099999847e+02,-8.1985206934e+01,-9.5616789730e-01
8.9109999847e+02,-8.2080820980e+01,-9.5611302916e-01
8.9119999847e+02,-8.2176429539e+01,-9.5605815425e-01
8.9129999847e+02,-8.2272032611e+01,-9.5600327258e-01
8.9139999847e+02,-8.2367630194e+01,-9.5594838414e-01
8.9149999847e+02,-8.2463222287e+01,-9.5589348893e-01
8.9159999847e+02,-8.2558808891e+01,-9.5583858694e-01
8.9169999847e+02,-8.2654390004e+01,-9.5578367818e-01
8.9179999846e+02,-8.2749965627e+01,-9.5572876263e-01
8.9189999846e+02,-8.2845535757e+01,-9.5567384031e-01
8.9199999846e+02,-8.2941100394e+01,-9.5561891119e-01
8.9209999846e+02,-8.3036659539e+01,-9.5556397529e-01
8.9219999846e+02,-8.3132213189e+01,-9.5550903260e-01
8.9229999846e+02,-8.3227761345e+01,-9.5545408312e-01
8.9239999846e+02,-8.3323304006e+01,-9.5539912684e-01
8.9249999846e+02,-8.3418841170e+01,-9.5534416376e-01
8.9259999846e+02,-8.3514372838e+01,-9.5528919388e-01
8.9269999846e+02,-8.3609899009e+01,-9.5523421719e-01
8.9279999846e+02,-8.3705419681e+01,-9.5517923370e-01
8.9289999846e+02,-8.3800934855e+01,-9.5512424340e-01
8.9299999846e+02,-8.3896444530e+01,-9.5506924628e-01
8.9309999846e+02,-8.3991948704e+01,-9.5501424235e-01
8.9319999846e+02,-8.4087447378e+01,-9.5495923160e-01
8.9329999846e+02,-8.4182940550e+01,-9.5490421403e-01
8.9339999846e+02,-8.4278428221e+01,-9.5484918964e-01
8.9349999846e+02,-8.4373910388e+01,-9.5479415842e-01
8.9359999846e+02,-8.4469387052e+01,-9.5473912037e-01
8.9369999846e+02,-8.4564858212e+01,-9.5468407549e-01
8.9379999846e+02,-8.4660323867e+01,-9.5462902377e-01
8.9389999846e+02,-8.4755784016e+01,-9.5457396522e-01
8.9399999846e+02,-8.4851238660e+01,-9.5451889983e-01
8.9409999846e+02,-8.4946687796e+01,-9.5446382759e-01
8.9419999846e+02,-8.5042131425e+01,-9.5440874851e-01
8.9429999846e+02,-8.5137569546e+01,-9.5435366258e-01
8.9439999846e+02,-8.5233002157e+01,-9.5429856980e-01
8.9449999846e+02,-8.5328429259e+01,-9.5424347016e-01
8.9459999846e+02,-8.5423850851e+01,-9.5418836367e-01
8.9469999846e+02,-8.5519266932e+01,-9.5413325032e-01
8.9479999846e+02,-8.5614677501e+01,-9.5407813010e-01
8.9489999846e+02,-8.5710082558e+01,-9.5402300302e-01
8.9499999846e+02,-8.5805482101e+01,-9.5396786907e-01
8.9509999846e+02,-8.5900876131e+01,-9.5391272826e-01
8.9519999846e+02,-8.5996264647e+01,-9.5385758057e-01
8.9529999846e+02,-8.6091647647e+01,-9.5380242600e-01
8.9539999846e+02,-8.6187025132e+01,-9.5374726455e-01
8.9549999846e+02,-8.6282397100e+01,-9.5369209622e-01
8.9559999846e+02,-8.6377763551e+01,-9.5363692101e-01
8.9569999845e+02,-8.6473124484e+01,-9.5358173891e-01
8.9579999845e+02,-8.6568479898e+01,-9.5352654992e-01
8.9589999845e+02,-8.6663829794e+01,-9.5347135404e-01
8.9599999845e+02,-8.6759174169e+01,-9.5341615126e-01
8.9609999845e+02,-8.6854513024e+01,-9.5336094158e-01
8.9619999845e+02,-8.6949846357e+01,-9.5330572500e-01
8.9629999845e+02,-8.7045174168e+01,-9.5325050152e-01
8.9639999845e+02,-8.7140496457e+01,-9.5319527113e-01
8.9649999845e+02,-8.7235813222e+01,-9.5314003383e-01
8.9659999845e+02,-8.7331124464e+01,-9.5308478961e-01
8.9669999845e+02,-8.7426430180e+01,-9.5302953849e-01
8.9679999845e+02,-8.7521730371e+01,-9.5297428044e-01
8.9689999845e+02,-8.7617025036e+01,-9.5291901547e-01
8.9699999845e+02,-8.7712314174e+01,-9.5286374358e-01
8.9709999845e+02,-8.7807597784e+01,-9.5280846476e-01
8.9719999845e+02,-8.7902875867e+01,-9.5275317902e-01
8.9729999845e+02,-8.7998148420e+01,-9.5269788634e-01
8.9739999845e+02,-8.8093415444e+01,-9.5264258672e-01
8.9749999845e+02,-8.8188676937e+01,-9.5258728017e-01
8.9759999845e+02,-8.8283932899e+01,-9.5253196668e-01
8.9769999845e+02,-8.8379183330e+01,-9.5247664624e-01
8.9779999845e+02,-8.8474428228e+01,-9.5242131886e-01
8.9789999845e+02,-8.8569667594e+01,-9.5236598452e-01
8.9799999845e+02,-8.8664901425e+01,-9.5231064324e-01
8.9809999845e+02,-8.8760129722e+01,-9.5225529500e-01
8.9819999845e+02,-8.8855352484e+01,-9.5219993980e-01
8.9829999845e+02,-8.8950569710e+01,-9.5214457764e-01
8.9839999845e+02,-8.9045781399e+01,-9.5208920852e-01
8.9849999845e+02,-8.9140987551e+01,-9.5203383243e-01
8.9859999845e+02,-8.9236188165e+01,-9.5197844938e-01
8.9869999845e+02,-8.9331383241e+01,-9.5192305935e-01
8.9879999845e+02,-8.9426572777e+01,-9.5186766234e-01
8.9889999845e+02,-8.9521756773e+01,-9.5181225836e-01
8.9899999845e+02,-8.9616935229e+01,-9.5175684740e-01
8.9909999845e+02,-8.9712108142e+01,-9.5170142945e-01
8.9919999845e+02,-8.9807275514e+01,-9.5164600452e-01
8.9929999845e+02,-8.9902437343e+01,-9.5159057260e-01
8.9939999845e+02,-8.9997593628e+01,-9.5153513368e-01
8.9949999845e+02,-9.0092744370e+01,-9.5147968778e-01
8.9959999845e+02,-9.0187889566e+01,-9.5142423487e-01
8.9969999844e+02,-9.0283029216e+01,-9.5136877496e-01
8.9979999844e+02,-9.0378163321e+01,-9.5131330805e-01
8.9989999844e+02,-9.0473291878e+01,-9.5125783414e-01
8.9999999844e+02,-9.0568414887e+01,-9.5120235321e-01
9.0009999844e+02,-9.0663532348e+01,-9.5114686527e-01
9.0019999844e+02,-9.0758644260e+01,-9.5109137032e-01
9.0029999844e+02,-9.0853750622e+01,-9.5103586835e-01
9.0039999844e+02,-9.0948851433e+01,-9.5098035936e-01
9.0049999844e+02,-9.1043946694e+01,-9.5092484334e-01
9.0059999844e+02,-9.1139036402e+01,-9.5086932030e-01
9.0069999844e+02,-9.1234120557e+01,-9.5081379023e-01
9.0079999844e+02,-9.1329199160e+01,-9.5075825312e-01
9.0089999844e+02,-9.1424272208e+01,-9.5070270899e-01
9.0099999844e+02,-9.1519339701e+01,-9.5064715781e-01
9.0109999844e+02,-9.1614401639e+01,-9.5059159959e-01
9.0119999844e+02,-9.1709458021e+01,-9.5053603433e-01
9.0129999844e+02,-9.1804508846e+01,-9.5048046202e-01
9.0139999844e+02,-9.1899554113e+01,-9.5042488266e-01
9.0149999844e+02,-9.1994593822e+01,-9.5036929625e-01
9.0159999844e+02,-9.2089627972e+01,-9.5031370278e-01
9.0169999844e+02,-9.2184656562e+01,-9.5025810226e-01
9.0179999844e+02,-9.2279679592e+01,-9.5020249467e-01
9.0189999844e+02,-9.2374697061e+01,-9.5014688002e-01
9.0199999844e+02,-9.2469708968e+01,-9.5009125830e-01
9.0209999844e+02,-9.2564715313e+01,-9.5003562951e-01
9.0219999844e+02,-9.2659716094e+01,-9.4997999365e-01
9.0229999844e+02,-9.2754711311e+01,-9.4992435071e-01
9.0239999844e+02,-9.2849700964e+01,-9.4986870070e-01
9.0249999844e+02,-9.2944685051e+01,-9.4981304360e-01
9.0259999844e+02,-9.3039663572e+01,-9.4975737942e-01
9.0269999844e+02,-9.3134636527e+01,-9.4970170815e-01
9.0279999844e+02,-9.3229603914e+01,-9.4964602979e-01
9.0289999844e+02,-9.3324565732e+01,-9.4959034433e-01
9.0299999844e+02,-9.3419521982e+01,-9.4953465178e-01
9.0309999844e+02,-9.3514472662e+01,-9.4947895213e-01
9.0319999844e+02,-9.3609417772e+01,-9.4942324538e-01
9.0329999844e+02,-9.3704357311e+01,-9.4936753152e-01
9.0339999844e+02,-9.3799291278e+01,-9.4931181055e-01
9.0349999844e+02,-9.3894219673e+01,-9.4925608248e-01
9.0359999844e+02,-9.3989142495e+01,-9.4920034728e-01
9.0369999843e+02,-9.4084059742e+01,-9.4914460498e-01
9.0379999843e+02,-9.4178971415e+01,-9.4908885555e-01
9.0389999843e+02,-9.4273877513e+01,-9.4903309899e-01
9.0399999843e+02,-9.4368778035e+01,-9.4897733532e-01
9.0409999843e+02,-9.4463672980e+01,-9.4892156451e-01
9.0419999843e+02,-9.4558562348e+01,-9.4886578657e-01
9.0429999843e+02,-9.4653446137e+01,-9.4881000150e-01
9.0439999843e+02,-9.4748324348e+01,-9.4875420929e-01
9.0449999843e+02,-9.4843196979e+01,-9.4869840994e-01
9.0459999843e+02,-9.4938064029e+01,-9.4864260344e-01
9.0469999843e+02,-9.5032925499e+01,-9.4858678980e-01
9.0479999843e+02,-9.5127781387e+01,-9.4853096901e-01
9.0489999843e+02,-9.5222631693e+01,-9.4847514106e-01
9.0499999843e+02,-9.5317476415e+01,-9.4841930596e-01
9.0509999843e+02,-9.5412315554e+01,-9.4836346370e-01
9.0519999843e+02,-9.5507149108e+01,-9.4830761428e-01
9.0529999843e+02,-9.5601977076e+01,-9.4825175770e-01
9.0539999843e+02,-9.5696799459e+01,-9.4819589394e-01
9.0549999843e+02,-9.5791616255e+01,-9.4814002302e-01
9.0559999843e+02,-9.5886427463e+01,-9.4808414492e-01
9.0569999843e+02,-9.5981233084e+01,-9.4802825965e-01
9.0579999843e+02,-9.6076033115e+01,-9.4797236720e-01
9.0589999843e+02,-9.6170827557e+01,-9.4791646756e-01
9.0599999843e+02,-9.6265616408e+01,-9.4786056074e-01
9.0609999843e+02,-9.6360399669e+01,-9.4780464673e-01
9.0619999843e+02,-9.6455177337e+01,-9.4774872553e-01
9.0629999843e+02,-9.6549949414e+01,-9.4769279714e-01
9.0639999843e+02,-9.6644715897e+01,-9.4763686154e-01
9.0649999843e+02,-9.6739476786e+01,-9.4758091875e-01
9.0659999843e+02,-9.6834232080e+01,-9.4752496875e-01
9.0669999843e+02,-9.6928981779e+01,-9.4746901155e-01
9.0679999843e+02,-9.7023725882e+01,-9.4741304714e-01
9.0689999843e+02,-9.7118464388e+01,-9.4735707551e-01
9.0699999843e+02,-9.7213197297e+01,-9.4730109667e-01
9.0709999843e+02,-9.7307924607e+01,-9.4724511061e-01
9.0719999843e+02,-9.7402646319e+01,-9.4718911733e-01
9.0729999843e+02,-9.7497362431e+01,-9.4713311682e-01
9.0739999843e+02,-9.7592072942e+01,-9.4707710908e-01
9.0749999843e+02,-9.7686777852e+01,-9.4702109412e-01
9.0759999842e+02,-9.7781477161e+01,-9.4696507192e-01
9.0769999842e+02,-9.7876170866e+01,-9.4690904248e-01
9.0779999842e+02,-9.7970858969e+01,-9.4685300581e-01
9.0789999842e+02,-9.8065541467e+01,-9.4679696189e-01
9.0799999842e+02,-9.8160218361e+01,-9.4674091073e-01
9.0809999842e+02,-9.8254889649e+01,-9.4668485231e-01
9.0819999842e+02,-9.8349555331e+01,-9.4662878665e-01
9.0829999842e+02,-9.8444215406e+01,-9.4657271373e-01
9.0839999842e+02,-9.8538869874e+01,-9.4651663355e-01
9.0849999842e+02,-9.8633518733e+01,-9.4646054611e-01
9.0859999842e+02,-9.8728161983e+01,-9.4640445140e-01
9.0869999842e+02,-9.8822799623e+01,-9.4634834943e-01
9.0879999842e+02,-9.8917431652e+01,-9.4629224019e-01
9.0889999842e+02,-9.9012058071e+01,-9.4623612367e-01
9.0899999842e+02,-9.9106678877e+01,-9.4617999988e-01
9.0909999842e+02,-9.9201294070e+01,-9.4612386881e-01
9.0919999842e+02,-9.9295903650e+01,-9.4606773046e-01
